Channel,Number,Time,Date,Comment,Date_Time,Seal_ID,Seconds.in.File,Channel_clean,Seconds,,,,,,,,,,
17,1887,13:59:31,4/14/2020,Last Breath,04/14/2020 13:59:31,test20_SnoozySuzy,249186,17,249186,,,,,,,,,,
17,1888,13:59:54,4/14/2020,APNEA,04/14/2020 13:59:54,test20_SnoozySuzy,249209,17,249209,,,,,,,,,,
17,1889,14:06:31,4/14/2020,Anticipatory HR Increase,04/14/2020 14:06:32,test20_SnoozySuzy,249606.5,17,249606.5,,,,,,,,,,
17,1890,14:06:48,4/14/2020,First Breath,04/14/2020 14:06:48,test20_SnoozySuzy,249623,17,249623,,,,,,,,,,
17,1891,14:43:57,4/14/2020,Last Breath,04/14/2020 14:43:57,test20_SnoozySuzy,251852,17,251852,,,,,,,,,,
17,1892,14:44:13,4/14/2020,APNEA,04/14/2020 14:44:13,test20_SnoozySuzy,251868,17,251868,,,,,,,,,,
17,1893,14:50:32,4/14/2020,Anticipatory HR Increase,04/14/2020 14:50:32,test20_SnoozySuzy,252247,17,252247,,,,,,,,,,
17,1894,14:50:48,4/14/2020,First Breath,04/14/2020 14:50:48,test20_SnoozySuzy,252263,17,252263,,,,,,,,,,
17,1895,14:53:42,4/14/2020,Last Breath,04/14/2020 14:53:42,test20_SnoozySuzy,252437,17,252437,,,,,,,,,,
17,1896,14:54:14,4/14/2020,APNEA,04/14/2020 14:54:14,test20_SnoozySuzy,252469,17,252469,,,,,,,,,,
17,1897,14:57:49,4/14/2020,Anticipatory HR Increase,04/14/2020 14:57:49,test20_SnoozySuzy,252684,17,252684,,,,,,,,,,
17,1898,14:58:07,4/14/2020,First Breath,04/14/2020 14:58:07,test20_SnoozySuzy,252702,17,252702,,,,,,,,,,
16,50,15:01:59,4/14/2020,Animal Enters Water,04/14/2020 15:01:59,test20_SnoozySuzy,252934,16,252934,,,,,,,,,,
17,1899,15:03:12,4/14/2020,Last Breath,04/14/2020 15:03:12,test20_SnoozySuzy,253007,17,253007,,,,,,,,,,
17,1900,15:03:31,4/14/2020,APNEA,04/14/2020 15:03:31,test20_SnoozySuzy,253026,17,253026,,,,,,,,,,
17,1901,15:06:01,4/14/2020,Anticipatory HR Increase,04/14/2020 15:06:01,test20_SnoozySuzy,253176,17,253176,,,,,,,,,,
17,1902,15:06:11,4/14/2020,First Breath,04/14/2020 15:06:11,test20_SnoozySuzy,253186,17,253186,,,,,,,,,,
17,1903,15:57:23,4/14/2020,Last Breath,04/14/2020 15:57:23,test20_SnoozySuzy,256258,17,256258,,,,,,,,,,
17,1904,15:57:33,4/14/2020,APNEA,04/14/2020 15:57:33,test20_SnoozySuzy,256268,17,256268,,,,,,,,,,
17,1905,16:01:41,4/14/2020,Anticipatory HR Increase,04/14/2020 16:01:41,test20_SnoozySuzy,256516,17,256516,,,,,,,,,,
17,1906,16:01:59,4/14/2020,First Breath,04/14/2020 16:01:59,test20_SnoozySuzy,256534,17,256534,,,,,,,,,,
16,49,16:44:04,4/14/2020,Animal Exits Water,04/14/2020 16:44:04,test20_SnoozySuzy,259059,16,259059,,,,,,,,,,
17,1907,17:08:33,4/14/2020,Last Breath,04/14/2020 17:08:33,test20_SnoozySuzy,260528,17,260528,,,,,,,,,,
17,1908,17:08:57,4/14/2020,APNEA,04/14/2020 17:08:57,test20_SnoozySuzy,260552,17,260552,,,,,,,,,,
17,1909,17:12:52,4/14/2020,Anticipatory HR Increase,04/14/2020 17:12:52,test20_SnoozySuzy,260787,17,260787,,,,,,,,,,
17,1910,17:13:10,4/14/2020,First Breath,04/14/2020 17:13:10,test20_SnoozySuzy,260805.5,17,260805.5,,,,,,,,,,
17,1911,17:18:57,4/14/2020,Last Breath,04/14/2020 17:18:57,test20_SnoozySuzy,261152,17,261152,,,,,,,,,,
17,1912,17:19:21,4/14/2020,APNEA,04/14/2020 17:19:21,test20_SnoozySuzy,261176,17,261176,,,,,,,,,,
17,1913,17:27:32,4/14/2020,Anticipatory HR Increase,04/14/2020 17:27:32,test20_SnoozySuzy,261667.2,17,261667.2,,,,,,,,,,
17,1914,17:27:49,4/14/2020,First Breath,04/14/2020 17:27:49,test20_SnoozySuzy,261683.6,17,261683.6,,,,,,,,,,
17,1915,17:30:55,4/14/2020,Last Breath,04/14/2020 17:30:55,test20_SnoozySuzy,261870,17,261870,,,,,,,,,,
17,1916,17:31:07,4/14/2020,APNEA,04/14/2020 17:31:07,test20_SnoozySuzy,261881.6,17,261881.6,,,,,,,,,,
17,1917,17:40:09,4/14/2020,Anticipatory HR Increase,04/14/2020 17:40:09,test20_SnoozySuzy,262423.7,17,262423.7,,,,,,,,,,
17,1918,17:40:16,4/14/2020,First Breath,04/14/2020 17:40:16,test20_SnoozySuzy,262431.4,17,262431.4,,,,,,,,,,
17,1919,17:43:31,4/14/2020,Last Breath,04/14/2020 17:43:31,test20_SnoozySuzy,262626,17,262626,,,,,,,,,,
17,1920,17:43:55,4/14/2020,APNEA,04/14/2020 17:43:55,test20_SnoozySuzy,262650,17,262650,,,,,,,,,,
17,1921,17:53:04,4/14/2020,Anticipatory HR Increase,04/14/2020 17:53:04,test20_SnoozySuzy,263199,17,263199,,,,,,,,,,
17,1922,17:53:18,4/14/2020,First Breath,04/14/2020 17:53:18,test20_SnoozySuzy,263213,17,263213,,,,,,,,,,
17,1923,17:56:24,4/14/2020,Last Breath,04/14/2020 17:56:24,test20_SnoozySuzy,263399,17,263399,,,,,,,,,,
17,1924,17:56:36,4/14/2020,APNEA,04/14/2020 17:56:36,test20_SnoozySuzy,263411,17,263411,,,,,,,,,,
17,1925,17:59:39,4/14/2020,Anticipatory HR Increase,04/14/2020 17:59:39,test20_SnoozySuzy,263594,17,263594,,,,,,,,,,
17,1926,17:59:56,4/14/2020,First Breath,04/14/2020 17:59:56,test20_SnoozySuzy,263611,17,263611,,,,,,,,,,
17,1927,18:03:08,4/14/2020,Last Breath,04/14/2020 18:03:08,test20_SnoozySuzy,263803,17,263803,,,,,,,,,,
17,1928,18:03:26,4/14/2020,APNEA,04/14/2020 18:03:26,test20_SnoozySuzy,263821,17,263821,,,,,,,,,,
17,1929,18:10:59,4/14/2020,Anticipatory HR Increase,04/14/2020 18:10:59,test20_SnoozySuzy,264274,17,264274,,,,,,,,,,
17,1930,18:11:11,4/14/2020,First Breath,04/14/2020 18:11:11,test20_SnoozySuzy,264286,17,264286,,,,,,,,,,
1,1,11:14:55,4/25/2020,Instrument ON Animal,04/25/2020 11:14:55,test21_DozyDaisy,0,1,0,,,,,,,,,,
17,98,11:14:55,4/25/2020,First Breath,04/25/2020 11:14:55,test21_DozyDaisy,0,17,0,,,,,,,,,,
*,99,11:14:55,4/25/2020,MVMT (from calm),04/25/2020 11:14:55,test21_DozyDaisy,0,All,0,,,,,,,,,,
17,100,12:30:14,4/25/2020,Last Breath,04/25/2020 12:30:14,test21_DozyDaisy,4518.8,17,4518.8,,,,,,,,,,
17,101,12:30:18,4/25/2020,APNEA,04/25/2020 12:30:18,test21_DozyDaisy,4522.8,17,4522.8,,,,,,,,,,
*,102,12:31:11,4/25/2020,CALM (from motion),04/25/2020 12:31:11,test21_DozyDaisy,4576,All,4576,,,,,,,,,,
*,103,12:32:04,4/25/2020,MVMT (from calm),04/25/2020 12:32:04,test21_DozyDaisy,4629.2,All,4629.2,,,,,,,,,,
17,104,12:33:53,4/25/2020,Anticipatory HR Increase,04/25/2020 12:33:53,test21_DozyDaisy,4738.4,17,4738.4,,,,,,,,,,
17,105,12:33:58,4/25/2020,First Breath,04/25/2020 12:33:58,test21_DozyDaisy,4742.8,17,4742.8,,,,,,,,,,
*,108,12:36:41,4/25/2020,CALM (from motion),04/25/2020 12:36:41,test21_DozyDaisy,4905.6,All,4905.6,,,,,,,,,,
*,109,12:37:55,4/25/2020,MVMT (from calm),04/25/2020 12:37:55,test21_DozyDaisy,4979.6,All,4979.6,,,,,,,,,,
17,106,12:38:36,4/25/2020,Last Breath,04/25/2020 12:38:36,test21_DozyDaisy,5020.8,17,5020.8,,,,,,,,,,
17,107,12:38:46,4/25/2020,APNEA,04/25/2020 12:38:46,test21_DozyDaisy,5031.2,17,5031.2,,,,,,,,,,
*,110,12:39:03,4/25/2020,CALM (from motion),04/25/2020 12:39:03,test21_DozyDaisy,5048,All,5048,,,,,,,,,,
*,113,12:42:29,4/25/2020,MVMT (from calm),04/25/2020 12:42:29,test21_DozyDaisy,5254,All,5254,,,,,,,,,,
17,111,12:42:31,4/25/2020,Anticipatory HR Increase,04/25/2020 12:42:31,test21_DozyDaisy,5256,17,5256,,,,,,,,,,
17,112,12:42:43,4/25/2020,First Breath,04/25/2020 12:42:43,test21_DozyDaisy,5268,17,5268,,,,,,,,,,
*,114,12:42:52,4/25/2020,CALM (from motion),04/25/2020 12:42:52,test21_DozyDaisy,5276.8,All,5276.8,,,,,,,,,,
*,115,12:44:40,4/25/2020,MVMT (from calm),04/25/2020 12:44:40,test21_DozyDaisy,5384.8,All,5384.8,,,,,,,,,,
17,116,12:48:36,4/25/2020,Last Breath,04/25/2020 12:48:36,test21_DozyDaisy,5621.2,17,5621.2,,,,,,,,,,
17,117,12:48:43,4/25/2020,APNEA,04/25/2020 12:48:43,test21_DozyDaisy,5627.6,17,5627.6,,,,,,,,,,
*,120,12:48:59,4/25/2020,CALM (from motion),04/25/2020 12:48:59,test21_DozyDaisy,5644,All,5644,,,,,,,,,,
*,121,12:49:35,4/25/2020,MVMT (from calm),04/25/2020 12:49:35,test21_DozyDaisy,5680.4,All,5680.4,,,,,,,,,,
17,118,12:50:45,4/25/2020,Anticipatory HR Increase,04/25/2020 12:50:45,test21_DozyDaisy,5749.6,17,5749.6,,,,,,,,,,
17,119,12:50:50,4/25/2020,First Breath,04/25/2020 12:50:50,test21_DozyDaisy,5755.2,17,5755.2,,,,,,,,,,
*,122,12:58:17,4/25/2020,CALM (from motion),04/25/2020 12:58:17,test21_DozyDaisy,6202,All,6202,,,,,,,,,,
*,123,13:00:01,4/25/2020,MVMT (from calm),04/25/2020 13:00:01,test21_DozyDaisy,6305.6,All,6305.6,,,,,,,,,,
*,124,13:08:07,4/25/2020,CALM (from motion),04/25/2020 13:08:07,test21_DozyDaisy,6792,All,6792,,,,,,,,,,
*,125,13:08:39,4/25/2020,MVMT (from calm),04/25/2020 13:08:39,test21_DozyDaisy,6824,All,6824,,,,,,,,,,
*,126,13:15:44,4/25/2020,CALM (from motion),04/25/2020 13:15:44,test21_DozyDaisy,7249,All,7249,,,,,,,,,,
*,127,13:16:17,4/25/2020,MVMT (from calm),04/25/2020 13:16:17,test21_DozyDaisy,7282,All,7282,,,,,,,,,,
17,128,13:26:56,4/25/2020,Last Breath,04/25/2020 13:26:56,test21_DozyDaisy,7921.2,17,7921.2,,,,,,,,,,
*,130,13:27:01,4/25/2020,CALM (from motion),04/25/2020 13:27:01,test21_DozyDaisy,7926.4,All,7926.4,,,,,,,,,,
17,129,13:27:24,4/25/2020,APNEA,04/25/2020 13:27:24,test21_DozyDaisy,7949.2,17,7949.2,,,,,,,,,,
*,131,13:28:34,4/25/2020,MVMT (from calm),04/25/2020 13:28:34,test21_DozyDaisy,8019.2,All,8019.2,,,,,,,,,,
*,132,13:28:52,4/25/2020,CALM (from motion),04/25/2020 13:28:52,test21_DozyDaisy,8037.2,All,8037.2,,,,,,,,,,
*,133,13:29:04,4/25/2020,LS (light sleep),04/25/2020 13:29:04,test21_DozyDaisy,8049.48,All,8049.48,,,,,,,,,,
*,136,13:33:12,4/25/2020,SWS1,04/25/2020 13:33:12,test21_DozyDaisy,8297.32,All,8297.32,,,,,,,,,,
*,135,13:33:38,4/25/2020,SWS2,04/25/2020 13:33:38,test21_DozyDaisy,8323,All,8323,,,,,,,,,,
*,138,13:37:29,4/25/2020,JOLT (from sleep),04/25/2020 13:37:29,test21_DozyDaisy,8553.6,All,8553.6,,,,,,,,,,
*,139,13:37:45,4/25/2020,SWS1,04/25/2020 13:37:45,test21_DozyDaisy,8569.6,All,8569.6,,,,,,,,,,
*,140,13:38:32,4/25/2020,WAKE (from sleep),04/25/2020 13:38:32,test21_DozyDaisy,8616.8,All,8616.8,,,,,,,,,,
*,137,13:39:07,4/25/2020,MVMT (from calm),04/25/2020 13:39:07,test21_DozyDaisy,8652,All,8652,,,,,,,,,,
*,141,13:40:11,4/25/2020,WAKE (from sleep),04/25/2020 13:40:11,test21_DozyDaisy,8716,All,8716,,,,,,,,,,
*,142,13:42:08,4/25/2020,MVMT (from calm),04/25/2020 13:42:08,test21_DozyDaisy,8833.2,All,8833.2,,,,,,,,,,
*,3,13:42:16,4/25/2020,REM,04/25/2020 13:42:16,test21_DozyDaisy,8841.4,All,8841.4,,,,,,,,,,
*,145,13:42:52,4/25/2020,MVMT (from calm),04/25/2020 13:42:52,test21_DozyDaisy,8877.2,All,8877.2,,,,,,,,,,
17,143,13:42:56,4/25/2020,Anticipatory HR Increase,04/25/2020 13:42:56,test21_DozyDaisy,8880.8,17,8880.8,,,,,,,,,,
17,144,13:43:04,4/25/2020,First Breath,04/25/2020 13:43:04,test21_DozyDaisy,8888.8,17,8888.8,,,,,,,,,,
*,146,13:43:26,4/25/2020,CALM (from motion),04/25/2020 13:43:26,test21_DozyDaisy,8911.2,All,8911.2,,,,,,,,,,
*,147,13:44:25,4/25/2020,MVMT (from calm),04/25/2020 13:44:25,test21_DozyDaisy,8970,All,8970,,,,,,,,,,
*,152,13:50:56,4/25/2020,CALM (from motion),04/25/2020 13:50:56,test21_DozyDaisy,9360.8,All,9360.8,,,,,,,,,,
*,153,13:50:59,4/25/2020,LS (light sleep),04/25/2020 13:50:59,test21_DozyDaisy,9364.2,All,9364.2,,,,,,,,,,
17,148,13:52:15,4/25/2020,Last Breath,04/25/2020 13:52:15,test21_DozyDaisy,9440,17,9440,,,,,,,,,,
17,149,13:52:26,4/25/2020,APNEA,04/25/2020 13:52:26,test21_DozyDaisy,9451,17,9451,,,,,,,,,,
17,150,13:53:41,4/25/2020,Anticipatory HR Increase,04/25/2020 13:53:41,test21_DozyDaisy,9526,17,9526,,,,,,,,,,
17,151,13:53:55,4/25/2020,First Breath,04/25/2020 13:53:55,test21_DozyDaisy,9540,17,9540,,,,,,,,,,
*,154,13:54:42,4/25/2020,CALM (from motion),04/25/2020 13:54:42,test21_DozyDaisy,9586.8,All,9586.8,,,,,,,,,,
*,155,13:56:10,4/25/2020,MVMT (from calm),04/25/2020 13:56:10,test21_DozyDaisy,9675,All,9675,,,,,,,,,,
17,156,13:58:34,4/25/2020,Last Breath,04/25/2020 13:58:34,test21_DozyDaisy,9819.2,17,9819.2,,,,,,,,,,
17,157,13:59:24,4/25/2020,APNEA,04/25/2020 13:59:24,test21_DozyDaisy,9868.8,17,9868.8,,,,,,,,,,
*,158,14:00:21,4/25/2020,CALM (from motion),04/25/2020 14:00:21,test21_DozyDaisy,9926,All,9926,,,,,,,,,,
17,159,14:01:21,4/25/2020,Anticipatory HR Increase,04/25/2020 14:01:21,test21_DozyDaisy,9986.4,17,9986.4,,,,,,,,,,
17,160,14:01:26,4/25/2020,First Breath,04/25/2020 14:01:26,test21_DozyDaisy,9990.8,17,9990.8,,,,,,,,,,
*,161,14:02:56,4/25/2020,MVMT (from calm),04/25/2020 14:02:56,test21_DozyDaisy,10080.8,All,10080.8,,,,,,,,,,
*,162,14:03:44,4/25/2020,CALM (from motion),04/25/2020 14:03:44,test21_DozyDaisy,10129.2,All,10129.2,,,,,,,,,,
*,163,14:06:02,4/25/2020,MVMT (from calm),04/25/2020 14:06:02,test21_DozyDaisy,10267.2,All,10267.2,,,,,,,,,,
*,164,14:06:53,4/25/2020,CALM (from motion),04/25/2020 14:06:53,test21_DozyDaisy,10317.6,All,10317.6,,,,,,,,,,
*,165,14:07:57,4/25/2020,MVMT (from calm),04/25/2020 14:07:57,test21_DozyDaisy,10381.6,All,10381.6,,,,,,,,,,
*,166,14:13:15,4/25/2020,CALM (from motion),04/25/2020 14:13:15,test21_DozyDaisy,10700,All,10700,,,,,,,,,,
*,167,14:15:20,4/25/2020,MVMT (from calm),04/25/2020 14:15:20,test21_DozyDaisy,10825,All,10825,,,,,,,,,,
*,168,14:15:57,4/25/2020,CALM (from motion),04/25/2020 14:15:57,test21_DozyDaisy,10862,All,10862,,,,,,,,,,
*,169,14:17:55,4/25/2020,MVMT (from calm),04/25/2020 14:17:55,test21_DozyDaisy,10979.6,All,10979.6,,,,,,,,,,
*,170,14:18:15,4/25/2020,CALM (from motion),04/25/2020 14:18:15,test21_DozyDaisy,10999.6,All,10999.6,,,,,,,,,,
*,171,14:19:05,4/25/2020,MVMT (from calm),04/25/2020 14:19:05,test21_DozyDaisy,11050,All,11050,,,,,,,,,,
17,174,14:19:11,4/25/2020,Last Breath,04/25/2020 14:19:11,test21_DozyDaisy,11056.4,17,11056.4,,,,,,,,,,
17,175,14:19:17,4/25/2020,APNEA,04/25/2020 14:19:17,test21_DozyDaisy,11062,17,11062,,,,,,,,,,
17,176,14:19:36,4/25/2020,Anticipatory HR Increase,04/25/2020 14:19:36,test21_DozyDaisy,11080.8,17,11080.8,,,,,,,,,,
17,177,14:19:39,4/25/2020,First Breath,04/25/2020 14:19:39,test21_DozyDaisy,11084.4,17,11084.4,,,,,,,,,,
*,172,14:21:21,4/25/2020,CALM (from motion),04/25/2020 14:21:21,test21_DozyDaisy,11185.6,All,11185.6,,,,,,,,,,
*,173,14:22:05,4/25/2020,MVMT (from calm),04/25/2020 14:22:05,test21_DozyDaisy,11230.4,All,11230.4,,,,,,,,,,
*,178,14:27:08,4/25/2020,CALM (from motion),04/25/2020 14:27:08,test21_DozyDaisy,11533,All,11533,,,,,,,,,,
*,179,14:28:50,4/25/2020,MVMT (from calm),04/25/2020 14:28:50,test21_DozyDaisy,11635,All,11635,,,,,,,,,,
*,180,14:39:25,4/25/2020,CALM (from motion),04/25/2020 14:39:25,test21_DozyDaisy,12270,All,12270,,,,,,,,,,
*,183,14:42:23,4/25/2020,MVMT (from calm),04/25/2020 14:42:23,test21_DozyDaisy,12448,All,12448,,,,,,,,,,
*,184,14:42:36,4/25/2020,CALM (from motion),04/25/2020 14:42:36,test21_DozyDaisy,12461.2,All,12461.2,,,,,,,,,,
17,181,14:42:43,4/25/2020,Last Breath,04/25/2020 14:42:43,test21_DozyDaisy,12467.6,17,12467.6,,,,,,,,,,
17,182,14:42:55,4/25/2020,APNEA,04/25/2020 14:42:55,test21_DozyDaisy,12480.4,17,12480.4,,,,,,,,,,
*,185,14:44:52,4/25/2020,LS (light sleep),04/25/2020 14:44:52,test21_DozyDaisy,12596.92,All,12596.92,,,,,,,,,,
*,186,14:45:15,4/25/2020,SWS1,04/25/2020 14:45:15,test21_DozyDaisy,12620,All,12620,,,,,,,,,,
*,187,14:45:53,4/25/2020,SWS2,04/25/2020 14:45:53,test21_DozyDaisy,12658,All,12658,,,,,,,,,,
*,188,14:48:33,4/25/2020,JOLT (from sleep),04/25/2020 14:48:33,test21_DozyDaisy,12817.6,All,12817.6,,,,,,,,,,
17,189,14:48:45,4/25/2020,Anticipatory HR Increase,04/25/2020 14:48:45,test21_DozyDaisy,12830.4,17,12830.4,,,,,,,,,,
17,190,14:48:53,4/25/2020,First Breath,04/25/2020 14:48:53,test21_DozyDaisy,12838.4,17,12838.4,,,,,,,,,,
*,191,14:49:01,4/25/2020,SWS1,04/25/2020 14:49:01,test21_DozyDaisy,12846.4,All,12846.4,,,,,,,,,,
*,192,14:49:45,4/25/2020,JOLT (from sleep),04/25/2020 14:49:45,test21_DozyDaisy,12890.4,All,12890.4,,,,,,,,,,
*,193,14:50:15,4/25/2020,CALM (from motion),04/25/2020 14:50:15,test21_DozyDaisy,12920.4,All,12920.4,,,,,,,,,,
*,194,14:50:59,4/25/2020,MVMT (from calm),04/25/2020 14:50:59,test21_DozyDaisy,12963.6,All,12963.6,,,,,,,,,,
*,195,14:51:06,4/25/2020,CALM (from motion),04/25/2020 14:51:06,test21_DozyDaisy,12971.2,All,12971.2,,,,,,,,,,
*,196,14:51:53,4/25/2020,MVMT (from calm),04/25/2020 14:51:53,test21_DozyDaisy,13018,All,13018,,,,,,,,,,
*,197,14:52:44,4/25/2020,CALM (from motion),04/25/2020 14:52:44,test21_DozyDaisy,13068.8,All,13068.8,,,,,,,,,,
*,198,14:55:15,4/25/2020,SWS1,04/25/2020 14:55:15,test21_DozyDaisy,13219.6,All,13219.6,,,,,,,,,,
17,207,14:55:29,4/25/2020,Last Breath,04/25/2020 14:55:29,test21_DozyDaisy,13234.4,17,13234.4,,,,,,,,,,
*,199,14:55:53,4/25/2020,JOLT (from sleep),04/25/2020 14:55:53,test21_DozyDaisy,13257.6,All,13257.6,,,,,,,,,,
*,200,14:55:59,4/25/2020,CALM (from motion),04/25/2020 14:55:59,test21_DozyDaisy,13263.72,All,13263.72,,,,,,,,,,
17,208,14:56:11,4/25/2020,APNEA,04/25/2020 14:56:11,test21_DozyDaisy,13276,17,13276,,,,,,,,,,
*,201,14:56:57,4/25/2020,MVMT (from calm),04/25/2020 14:56:57,test21_DozyDaisy,13322.1,All,13322.1,,,,,,,,,,
*,202,14:57:02,4/25/2020,CALM (from motion),04/25/2020 14:57:02,test21_DozyDaisy,13327.3,All,13327.3,,,,,,,,,,
*,203,14:57:19,4/25/2020,SWS1,04/25/2020 14:57:19,test21_DozyDaisy,13343.9,All,13343.9,,,,,,,,,,
*,204,14:57:50,4/25/2020,JOLT (from sleep),04/25/2020 14:57:50,test21_DozyDaisy,13375.2,All,13375.2,,,,,,,,,,
*,205,14:57:53,4/25/2020,SWS1,04/25/2020 14:57:53,test21_DozyDaisy,13378.4,All,13378.4,,,,,,,,,,
*,206,14:58:47,4/25/2020,SWS2,04/25/2020 14:58:47,test21_DozyDaisy,13432,All,13432,,,,,,,,,,
*,211,15:00:12,4/25/2020,JOLT (from sleep),04/25/2020 15:00:12,test21_DozyDaisy,13516.8,All,13516.8,,,,,,,,,,
*,212,15:00:23,4/25/2020,SWS2,04/25/2020 15:00:23,test21_DozyDaisy,13527.6,All,13527.6,,,,,,,,,,
*,213,15:00:52,4/25/2020,JOLT (from sleep),04/25/2020 15:00:52,test21_DozyDaisy,13556.8,All,13556.8,,,,,,,,,,
*,214,15:01:16,4/25/2020,SWS1,04/25/2020 15:01:16,test21_DozyDaisy,13581.2,All,13581.2,,,,,,,,,,
*,215,15:02:15,4/25/2020,SWS2,04/25/2020 15:02:15,test21_DozyDaisy,13640.4,All,13640.4,,,,,,,,,,
*,216,15:03:16,4/25/2020,WAKE (from sleep),04/25/2020 15:03:16,test21_DozyDaisy,13700.7,All,13700.7,,,,,,,,,,
*,217,15:03:40,4/25/2020,MVMT (from calm),04/25/2020 15:03:40,test21_DozyDaisy,13724.6,All,13724.6,,,,,,,,,,
*,218,15:05:32,4/25/2020,CALM (from motion),04/25/2020 15:05:32,test21_DozyDaisy,13837.2,All,13837.2,,,,,,,,,,
*,219,15:06:07,4/25/2020,MVMT (from calm),04/25/2020 15:06:07,test21_DozyDaisy,13871.6,All,13871.6,,,,,,,,,,
*,220,15:07:14,4/25/2020,CALM (from motion),04/25/2020 15:07:14,test21_DozyDaisy,13938.8,All,13938.8,,,,,,,,,,
17,209,15:08:09,4/25/2020,Anticipatory HR Increase,04/25/2020 15:08:09,test21_DozyDaisy,13994,17,13994,,,,,,,,,,
*,221,15:08:12,4/25/2020,MVMT (from calm),04/25/2020 15:08:12,test21_DozyDaisy,13997.2,All,13997.2,,,,,,,,,,
17,210,15:08:25,4/25/2020,First Breath,04/25/2020 15:08:25,test21_DozyDaisy,14010,17,14010,,,,,,,,,,
*,222,15:09:29,4/25/2020,CALM (from motion),04/25/2020 15:09:29,test21_DozyDaisy,14074.4,All,14074.4,,,,,,,,,,
*,223,15:10:30,4/25/2020,SWS1,04/25/2020 15:10:30,test21_DozyDaisy,14135.12,All,14135.12,,,,,,,,,,
17,224,15:12:40,4/25/2020,Last Breath,04/25/2020 15:12:40,test21_DozyDaisy,14264.8,17,14264.8,,,,,,,,,,
17,225,15:13:00,4/25/2020,APNEA,04/25/2020 15:13:00,test21_DozyDaisy,14285.2,17,14285.2,,,,,,,,,,
*,233,15:15:01,4/25/2020,SWS2,04/25/2020 15:15:01,test21_DozyDaisy,14406.2,All,14406.2,,,,,,,,,,
17,227,15:16:23,4/25/2020,Anticipatory HR Increase,04/25/2020 15:16:23,test21_DozyDaisy,14488,17,14488,,,,,,,,,,
17,228,15:16:30,4/25/2020,First Breath,04/25/2020 15:16:30,test21_DozyDaisy,14494.8,17,14494.8,,,,,,,,,,
17,229,15:17:45,4/25/2020,Last Breath,04/25/2020 15:17:45,test21_DozyDaisy,14570.4,17,14570.4,,,,,,,,,,
17,230,15:17:57,4/25/2020,APNEA,04/25/2020 15:17:57,test21_DozyDaisy,14582,17,14582,,,,,,,,,,
17,231,15:19:00,4/25/2020,Anticipatory HR Increase,04/25/2020 15:19:00,test21_DozyDaisy,14645.4,17,14645.4,,,,,,,,,,
17,232,15:19:14,4/25/2020,First Breath,04/25/2020 15:19:14,test21_DozyDaisy,14659.4,17,14659.4,,,,,,,,,,
*,5,15:20:45,4/25/2020,SWS2,04/25/2020 15:20:45,test21_DozyDaisy,14750,All,14750,,,,,,,,,,
*,238,15:23:15,4/25/2020,JOLT (from sleep),04/25/2020 15:23:15,test21_DozyDaisy,14899.6,All,14899.6,,,,,,,,,,
17,234,15:23:16,4/25/2020,Anticipatory HR Increase,04/25/2020 15:23:16,test21_DozyDaisy,14901.2,17,14901.2,,,,,,,,,,
17,235,15:23:21,4/25/2020,First Breath,04/25/2020 15:23:21,test21_DozyDaisy,14906,17,14906,,,,,,,,,,
*,239,15:23:31,4/25/2020,CALM (from motion),04/25/2020 15:23:31,test21_DozyDaisy,14915.7,All,14915.7,,,,,,,,,,
*,240,15:23:59,4/25/2020,SWS1,04/25/2020 15:23:59,test21_DozyDaisy,14944.4,All,14944.4,,,,,,,,,,
*,241,15:25:18,4/25/2020,SWS2,04/25/2020 15:25:18,test21_DozyDaisy,15022.7,All,15022.7,,,,,,,,,,
17,236,15:26:14,4/25/2020,Last Breath,04/25/2020 15:26:14,test21_DozyDaisy,15079.2,17,15079.2,,,,,,,,,,
17,237,15:26:25,4/25/2020,APNEA,04/25/2020 15:26:25,test21_DozyDaisy,15089.6,17,15089.6,,,,,,,,,,
*,242,15:27:42,4/25/2020,REM1,04/25/2020 15:27:42,test21_DozyDaisy,15167.2,All,15167.2,,,,,,,,,,
*,243,15:28:49,4/25/2020,REM2,04/25/2020 15:28:49,test21_DozyDaisy,15234.4,All,15234.4,,,,,,,,,,
*,244,15:30:23,4/25/2020,REM1,04/25/2020 15:30:23,test21_DozyDaisy,15327.6,All,15327.6,,,,,,,,,,
17,245,15:31:49,4/25/2020,Anticipatory HR Increase,04/25/2020 15:31:49,test21_DozyDaisy,15414,17,15414,,,,,,,,,,
*,246,15:31:49,4/25/2020,WAKE (from sleep),04/25/2020 15:31:49,test21_DozyDaisy,15414,All,15414,,,,,,,,,,
17,247,15:31:57,4/25/2020,First Breath,04/25/2020 15:31:57,test21_DozyDaisy,15421.7,17,15421.7,,,,,,,,,,
*,250,15:34:14,4/25/2020,MVMT (from calm),04/25/2020 15:34:14,test21_DozyDaisy,15559,All,15559,,,,,,,,,,
17,248,15:36:05,4/25/2020,Last Breath,04/25/2020 15:36:05,test21_DozyDaisy,15670.4,17,15670.4,,,,,,,,,,
17,249,15:36:27,4/25/2020,APNEA,04/25/2020 15:36:27,test21_DozyDaisy,15692,17,15692,,,,,,,,,,
*,251,15:36:35,4/25/2020,CALM (from motion),04/25/2020 15:36:35,test21_DozyDaisy,15700,All,15700,,,,,,,,,,
