"description","value","TestID","R.Time","Matlab.Time"
"ON.ANIMAL","09/27/2020 13:04:52","test23_AshyAshley",2020-09-27 13:04:52,2020-09-27 13:04:52
"OFF.ANIMAL","10/02/2020 09:55:38","test23_AshyAshley",2020-10-02 09:55:38,2020-10-02 09:55:38
"Capture_ANO_InitialStick","09/27/2020 09:57:00","test23_AshyAshley",2020-09-27 09:57:00,2020-09-27 09:57:00
"Capture_ANO_LastDose","09/27/2020 09:57:00","test23_AshyAshley",2020-09-27 09:57:00,2020-09-27 09:57:00
"Attachment_InitialStick","09/27/2020 12:18:20","test23_AshyAshley",2020-09-27 12:18:20,2020-09-27 12:18:20
"Attachment_LastDose","09/27/2020 13:36:45","test23_AshyAshley",2020-09-27 13:36:45,2020-09-27 13:36:45
"Adjustment_InitialStick","09/29/2020 15:28:16","test23_AshyAshley",2020-09-29 15:28:16,2020-09-29 15:28:16
"Adjustment_LastDose","09/29/2020 15:28:16","test23_AshyAshley",2020-09-29 15:28:16,2020-09-29 15:28:16
"Removal_InitialStick","10/02/2020 09:37:43","test23_AshyAshley",2020-10-02 09:37:43,2020-10-02 09:37:43
"Removal_LastDose","10/02/2020 10:13:00","test23_AshyAshley",2020-10-02 10:13:00,2020-10-02 10:13:00
"Removal_Cortisol","6.874","test23_AshyAshley",NA,NA
"Removal_cv","1.65","test23_AshyAshley",NA,NA
"Electrodes.unplugged.from.logger_recorded.time","10/02/2020 09:55:52","test23_AshyAshley",2020-10-02 09:55:52,2020-10-02 09:55:52
"Logger.Stop","10/02/2020 11:05:00","test23_AshyAshley",2020-10-02 11:05:00,2020-10-02 11:05:00
"Actual.Start.Time_CATS.toolbox","09/26/2020 15:59:59.240","test23_AshyAshley",2020-09-26 15:59:59,2020-09-26 15:59:59
"Logger.Used","L1","test23_AshyAshley",NA,NA
"SD.Card.Used","1","test23_AshyAshley",NA,NA
"Configuration.Notes","no real time clock, channel configuration ""normal""","test23_AshyAshley",NA,NA
"Restarts.Present","Yes","test23_AshyAshley",NA,NA
"Number.of.Restarts","7","test23_AshyAshley",NA,NA
"X.factor.per.restart","1.437142857","test23_AshyAshley",NA,NA
"First.Restart.Seconds.Elapsed","145619.628","test23_AshyAshley",NA,NA
"Last.Restart.Seconds.Elapsed","477059.9047","test23_AshyAshley",NA,NA
"First.Restart.Time","09/28/2020 08:26:59.628","test23_AshyAshley",2020-09-28 08:26:59,2020-09-28 08:26:59
"Last.Restart.Time","10/02/2020 04:30:59.905","test23_AshyAshley",2020-10-02 04:30:59,2020-10-02 04:30:59
"Device.Failure","No","test23_AshyAshley",NA,NA
"Mass.with.cage_kg","222","test23_AshyAshley",NA,NA
"Mass.cage_kg","81","test23_AshyAshley",NA,NA
"Mass.animal._kg","141","test23_AshyAshley",NA,NA
"Flipper.Tag.1","GE711","test23_AshyAshley",NA,NA
"Position","R-iu-Si","test23_AshyAshley",NA,NA
"Flipper.Tag.2","GE710","test23_AshyAshley",NA,NA
"Position.1","L-il-Si","test23_AshyAshley",NA,NA
"Mark","E711","test23_AshyAshley",NA,NA
"Mark.Position","R","test23_AshyAshley",NA,NA
"Birth.date","1/11/2019 (first sighting)","test23_AshyAshley",NA,NA
"Wean.date","02/07/2019 00:00:00","test23_AshyAshley",2019-02-07 00:00:00,2019-02-07 00:00:00
"Tagged.date","02/11/2019 00:00:00","test23_AshyAshley",2019-02-11 00:00:00,2019-02-11 00:00:00
"Wean.weight_kg","137","test23_AshyAshley",NA,NA
"Weaner.ID","513","test23_AshyAshley",NA,NA
"Wean.Standard.Length","148","test23_AshyAshley",NA,NA
"Wean.Ax.Girth","131","test23_AshyAshley",NA,NA
"Animal.ID","49965","test23_AshyAshley",NA,NA
"Deployment.Resight.ID","323448","test23_AshyAshley",NA,NA
"Deploy.ID","NESE0005LOML","test23_AshyAshley",NA,NA
"Seal.ID.1","E710","test23_AshyAshley",NA,NA
"TOPP.ID","2020047","test23_AshyAshley",NA,NA
"Deploy.Latitude","36.948644","test23_AshyAshley",NA,NA
"Deploy.Longitude","-122.065416","test23_AshyAshley",NA,NA
"Initial.sedation.location","BBN","test23_AshyAshley",NA,NA
"Blood","Yes - red top from last removal procedure and purple tube stored","test23_AshyAshley",NA,NA
"Hematocrit","52 / 52 / 52 / 52","test23_AshyAshley",NA,NA
"Standard.Length","188","test23_AshyAshley",NA,NA
"Curved.Length","199","test23_AshyAshley",NA,NA
"Ax.Girth","124","test23_AshyAshley",NA,NA
"Whisker","N","test23_AshyAshley",NA,NA
"Fur","N","test23_AshyAshley",NA,NA
"Blubber","N","test23_AshyAshley",NA,NA
"Ultrasound.skull.depth_cm","2.01","test23_AshyAshley",NA,NA
"Instruments","Yes - Neurologger & AEP Recording","test23_AshyAshley",NA,NA
"First.Calibration.Event.Type","Calibration Shake","test23_AshyAshley",NA,NA
"First.Calibration.Event.Start","09/26/2020 16:48:00","test23_AshyAshley",2020-09-26 16:48:00,2020-09-26 16:48:00
"First.Calibration.Event.End","09/26/2020 16:48:10","test23_AshyAshley",2020-09-26 16:48:10,2020-09-26 16:48:10
"Expected.Duration","00:00:10.000","test23_AshyAshley",NA,NA
"Logger.Event.Time.Start_TYPE","09/26/2020 16:48:00.690","test23_AshyAshley",2020-09-26 16:48:00,2020-09-26 16:48:00
"Logger.Event.Time.End_TYPE","09/26/2020 16:48:10.630","test23_AshyAshley",2020-09-26 16:48:10,2020-09-26 16:48:10
"Actual.Duration","00:00:09.940","test23_AshyAshley",NA,NA
"Event2_type","Calibration Shake","test23_AshyAshley",NA,NA
"Last.Calibration.Event.2.Start","10/02/2020 11:04:30","test23_AshyAshley",2020-10-02 11:04:30,2020-10-02 11:04:30
"Last.Calibration.Event.2.End","10/02/2020 11:04:40","test23_AshyAshley",2020-10-02 11:04:40,2020-10-02 11:04:40
"Logger.Event.Time.Start_TYPE.1","10/02/2020 11:04:20.630","test23_AshyAshley",2020-10-02 11:04:20,2020-10-02 11:04:20
"Logger.Event.Time.End_TYPE.1","10/02/2020 11:04:30.700","test23_AshyAshley",2020-10-02 11:04:30,2020-10-02 11:04:30
"Actual.Duration.1","00:00:10.070","test23_AshyAshley",NA,NA
"Offset.NOT.accounted.for.by.Insert.Restart.Delays","00:00:10.060","test23_AshyAshley",NA,NA
"Type.in.OFFSET","10.06","test23_AshyAshley",NA,NA
"Event3_type","Came Unplugged, was plugged back in","test23_AshyAshley",NA,NA
"Additional.Sync.Event.Start","09/29/2020 14:21:46","test23_AshyAshley",2020-09-29 14:21:46,2020-09-29 14:21:46
"Additional.Sync.Event.End","09/29/2020 15:39:14","test23_AshyAshley",2020-09-29 15:39:14,2020-09-29 15:39:14
"Time.of.water.entry","09/29/2020 13:13:48","test23_AshyAshley",2020-09-29 13:13:48,2020-09-29 13:13:48
"Recording.Duration_s","500603.236","test23_AshyAshley",NA,NA
"Recording.Duration_days","5.794018935","test23_AshyAshley",NA,NA
"Recording.Duration_based.on.start.stop","5.795138889","test23_AshyAshley",NA,NA
"Extra.Sedation","Yes","test23_AshyAshley",NA,NA
"Reason","Electrodes came unplugged","test23_AshyAshley",NA,NA
"Experiment.Duration_days.from.attachment.to.removal","#VALUE!","test23_AshyAshley",NA,NA
"Pickup.Crew","Rachel Holser, Logan Pallin, Ryan Jones, Daniel Lozano, and Ishana Shukla.","test23_AshyAshley",NA,NA
"Attachment.Crew","Rachel Holser, Logan Pallin, Ryan Jones, Daniel Lozano, and Ishana Shukla.","test23_AshyAshley",NA,NA
"Release.Crew","Patrick Robinson, Logan Pallin, Ryan Jones, Daniel Lozano, and Ishana Shukla.","test23_AshyAshley",NA,NA
"Animal.Comment","Animal was brought to LML as part of JKB Sleep Study from Sept 27 to Oct 2nd. TOPPID 2020047.","test23_AshyAshley",NA,NA
"Begin.Calm.in.Water.for.ICA","10/01/2020 04:36:18","test23_AshyAshley",2020-10-01 04:36:18,2020-10-01 04:36:18
"End.Calm.in.Water.for.ICA","10/01/2020 04:54:12","test23_AshyAshley",2020-10-01 04:54:12,2020-10-01 04:54:12
"Duration.for.ICA","00:17:54","test23_AshyAshley",NA,NA
"Best.EOG.EMG.EEG","2,4,7,8","test23_AshyAshley",NA,NA
"ICA.Decomposition.Quality","Good","test23_AshyAshley",NA,NA
"ICA.Component.Maximal.Brain","8","test23_AshyAshley",NA,NA
"ICA.Component.Maximal.Heart","3","test23_AshyAshley",NA,NA
"Pruned.with.ICA.Components","1,2,3,6","test23_AshyAshley",NA,NA
"Channel.Configuration","[14 15 16 19 20 17 21 25 29]","test23_AshyAshley",NA,NA
"Attachment.Orientation","upside down","test23_AshyAshley",NA,NA
"Time.for.orientation","09/27/2020 13:09:27","test23_AshyAshley",2020-09-27 13:09:27,2020-09-27 13:09:27
"AccX.during.attachment","-0.078996958","test23_AshyAshley",NA,NA
"AccY.during.attachment","-0.011624493","test23_AshyAshley",NA,NA
"AccZ.during.attachment","1.0071","test23_AshyAshley",NA,NA
"Recording.ID","CAPTIVE_2yr-juvenile","test24_BerthaBeauty",NA,NA
"Test.Number","24","test24_BerthaBeauty",NA,NA
"Deployment","5","test24_BerthaBeauty",NA,NA
"Seal.Number","15","test24_BerthaBeauty",NA,NA
"Sex","F","test24_BerthaBeauty",NA,NA
"Version","V2","test24_BerthaBeauty",NA,NA
"Age","(1,2]","test24_BerthaBeauty",NA,NA
"Age.Estimate","1.8 years old","test24_BerthaBeauty",NA,NA
"Seal.ID","WN428","test24_BerthaBeauty",NA,NA
"Pressed.Start.Logger","10/08/2020 11:58:48","test24_BerthaBeauty",2020-10-08 11:58:48,2020-10-08 11:58:48
"Logger.Start","10/08/2020 11:59:00","test24_BerthaBeauty",2020-10-08 11:59:00,2020-10-08 11:59:00
"Start.for.EDF.Files","10/08/2020 11:58:58.960","test24_BerthaBeauty",2020-10-08 11:58:58,2020-10-08 11:58:58
"Duration_ON_ANIMAL_h","115.86","test24_BerthaBeauty",NA,NA
"ON.ANIMAL","10/09/2020 13:44:19","test24_BerthaBeauty",2020-10-09 13:44:19,2020-10-09 13:44:19
"OFF.ANIMAL","10/14/2020 09:35:40","test24_BerthaBeauty",2020-10-14 09:35:40,2020-10-14 09:35:40
"Capture_ANO_InitialStick","10/09/2020 10:21:25","test24_BerthaBeauty",2020-10-09 10:21:25,2020-10-09 10:21:25
"Capture_ANO_LastDose","10/09/2020 10:34:25","test24_BerthaBeauty",2020-10-09 10:34:25,2020-10-09 10:34:25
"Capture_ANO_Cortisol","8.306","test24_BerthaBeauty",NA,NA
"Capture_ANO_cv","3.07","test24_BerthaBeauty",NA,NA
"Attachment_InitialStick","10/09/2020 12:41:02","test24_BerthaBeauty",2020-10-09 12:41:02,2020-10-09 12:41:02
"Attachment_LastDose","10/09/2020 14:11:30","test24_BerthaBeauty",2020-10-09 14:11:30,2020-10-09 14:11:30
"Attachment_Cortisol","35.964","test24_BerthaBeauty",NA,NA
"Attachment_cv","1.41","test24_BerthaBeauty",NA,NA
"Removal_InitialStick","10/14/2020 09:17:30","test24_BerthaBeauty",2020-10-14 09:17:30,2020-10-14 09:17:30
"Removal_LastDose","10/14/2020 09:39:00","test24_BerthaBeauty",2020-10-14 09:39:00,2020-10-14 09:39:00
"Removal_Cortisol","35.128","test24_BerthaBeauty",NA,NA
"Removal_cv","1.01","test24_BerthaBeauty",NA,NA
"Electrodes.unplugged.from.logger_recorded.time","10/14/2020 09:35:50","test24_BerthaBeauty",2020-10-14 09:35:50,2020-10-14 09:35:50
"Electrodes.unplugged.from.logger_Video","10/14/2020 09:35:54","test24_BerthaBeauty",2020-10-14 09:35:54,2020-10-14 09:35:54
"Logger.Stop","10/14/2020 09:58:00","test24_BerthaBeauty",2020-10-14 09:58:00,2020-10-14 09:58:00
"Actual.Start.Time_CATS.toolbox","10/08/2020 11:58:58.960","test24_BerthaBeauty",2020-10-08 11:58:58,2020-10-08 11:58:58
"Logger.Used","L1","test24_BerthaBeauty",NA,NA
"SD.Card.Used","1","test24_BerthaBeauty",NA,NA
"Configuration.Notes","no real time clock, channel configuration ""normal""","test24_BerthaBeauty",NA,NA
"Restarts.Present","Yes","test24_BerthaBeauty",NA,NA
"Number.of.Restarts","2","test24_BerthaBeauty",NA,NA
"X.factor.per.restart","0","test24_BerthaBeauty",NA,NA
"First.Restart.Seconds.Elapsed","195405.168","test24_BerthaBeauty",NA,NA
"Last.Restart.Seconds.Elapsed","470248.436","test24_BerthaBeauty",NA,NA
"First.Restart.Time","10/10/2020 18:15:45.168","test24_BerthaBeauty",2020-10-10 18:15:45,2020-10-10 18:15:45
"Last.Restart.Time","10/13/2020 22:36:28.436","test24_BerthaBeauty",2020-10-13 22:36:28,2020-10-13 22:36:28
"Device.Failure","No","test24_BerthaBeauty",NA,NA
"Mass.with.cage_kg","277","test24_BerthaBeauty",NA,NA
"Mass.cage_kg","81","test24_BerthaBeauty",NA,NA
"Mass.animal._kg","196","test24_BerthaBeauty",NA,NA
"Flipper.Tag.1","WN428","test24_BerthaBeauty",NA,NA
"Position","R-iu-So","test24_BerthaBeauty",NA,NA
"Flipper.Tag.2","GH588","test24_BerthaBeauty",NA,NA
"Position.1","L-ou-So","test24_BerthaBeauty",NA,NA
"Mark","H588 {R,L}","test24_BerthaBeauty",NA,NA
"Mark.Position","R, L","test24_BerthaBeauty",NA,NA
"Birth.date","~ Jan 2019","test24_BerthaBeauty",NA,NA
"Wean.date","~ March 2019","test24_BerthaBeauty",NA,NA
"Tagged.date","03/01/2019 00:00:00","test24_BerthaBeauty",2019-03-01 00:00:00,2019-03-01 00:00:00
"Wean.weight_kg","?","test24_BerthaBeauty",NA,NA
"Weaner.ID","not recorded","test24_BerthaBeauty",NA,NA
"Wean.Standard.Length","?","test24_BerthaBeauty",NA,NA
"Wean.Ax.Girth","?","test24_BerthaBeauty",NA,NA
"Animal.ID","51213","test24_BerthaBeauty",NA,NA
"Deployment.Resight.ID","353048 (capture)","test24_BerthaBeauty",NA,NA
"Deploy.ID","NESE0006LOML","test24_BerthaBeauty",NA,NA
"Seal.ID.1","WN428","test24_BerthaBeauty",NA,NA
"TOPP.ID","2020048","test24_BerthaBeauty",NA,NA
"Deploy.Latitude","36.948644","test24_BerthaBeauty",NA,NA
"Deploy.Longitude","-122.065416","test24_BerthaBeauty",NA,NA
"Initial.sedation.location","BBN","test24_BerthaBeauty",NA,NA
"Blood","Yes - red tubes on all procedures and purple tube in refrigerator","test24_BerthaBeauty",NA,NA
"Hematocrit","52 / 52 / 52 / 51","test24_BerthaBeauty",NA,NA
"Standard.Length","206","test24_BerthaBeauty",NA,NA
"Curved.Length","216","test24_BerthaBeauty",NA,NA
"Ax.Girth","147","test24_BerthaBeauty",NA,NA
"Whisker","N","test24_BerthaBeauty",NA,NA
"Fur","N","test24_BerthaBeauty",NA,NA
"Blubber","N","test24_BerthaBeauty",NA,NA
"Ultrasound.skull.depth_cm","1.96","test24_BerthaBeauty",NA,NA
"Instruments","Yes - Neurologger & AEP Recording","test24_BerthaBeauty",NA,NA
"First.Calibration.Event.Type","Calibration Shake","test24_BerthaBeauty",NA,NA
"First.Calibration.Event.Start","10/08/2020 13:00:00","test24_BerthaBeauty",2020-10-08 13:00:00,2020-10-08 13:00:00
"First.Calibration.Event.End","10/08/2020 13:00:10","test24_BerthaBeauty",2020-10-08 13:00:10,2020-10-08 13:00:10
"Expected.Duration","00:00:10.000","test24_BerthaBeauty",NA,NA
"Logger.Event.Time.Start_TYPE","10/08/2020 13:00:00.972","test24_BerthaBeauty",2020-10-08 13:00:00,2020-10-08 13:00:00
"Logger.Event.Time.End_TYPE","10/08/2020 13:00:11.780","test24_BerthaBeauty",2020-10-08 13:00:11,2020-10-08 13:00:11
"Actual.Duration","00:00:10.808","test24_BerthaBeauty",NA,NA
"Event2_type","Pick up logger at 9:44:02 on Wyze Cam = 4 seconds later than the actual time 9:43:58","test24_BerthaBeauty",NA,NA
"Last.Calibration.Event.2.Start","10/14/2020 09:43:58","test24_BerthaBeauty",2020-10-14 09:43:58,2020-10-14 09:43:58
"Last.Calibration.Event.2.End","10/14/2020 09:44:25","test24_BerthaBeauty",2020-10-14 09:44:25,2020-10-14 09:44:25
"Logger.Event.Time.Start_TYPE.1","10/14/2020 09:43:49.696","test24_BerthaBeauty",2020-10-14 09:43:49,2020-10-14 09:43:49
"Logger.Event.Time.End_TYPE.1","10/14/2020 09:44:09.600","test24_BerthaBeauty",2020-10-14 09:44:09,2020-10-14 09:44:09
"Actual.Duration.1","00:00:19.904","test24_BerthaBeauty",NA,NA
"Offset.NOT.accounted.for.by.Insert.Restart.Delays","00:00:09.276","test24_BerthaBeauty",NA,NA
"Event3_type","Walking into lab with logger","test24_BerthaBeauty",NA,NA
"Additional.Sync.Event.Start","10/09/2020 14:33:00","test24_BerthaBeauty",2020-10-09 14:33:00,2020-10-09 14:33:00
"Additional.Sync.Event.End","10/09/2020 14:33:10","test24_BerthaBeauty",2020-10-09 14:33:10,2020-10-09 14:33:10
"Time.of.water.entry","10/11/2020 12:23:10","test24_BerthaBeauty",2020-10-11 12:23:10,2020-10-11 12:23:10
"Recording.Duration_s","511107.128","test24_BerthaBeauty",NA,NA
"Recording.Duration_days","5.915591759","test24_BerthaBeauty",NA,NA
"Recording.Duration_based.on.start.stop","5.915972222","test24_BerthaBeauty",NA,NA
"Extra.Sedation","No","test24_BerthaBeauty",NA,NA
"Reason","But did do an adjustment to superglue strap down while animal was sleeping","test24_BerthaBeauty",NA,NA
"Experiment.Duration_days.from.attachment.to.removal","#VALUE!","test24_BerthaBeauty",NA,NA
"Pickup.Crew","Rachel Holser, Logan Pallin, Ryan Jones, Daniel Lozano, and Patrick Robinson.","test24_BerthaBeauty",NA,NA
"Attachment.Crew","Rachel Holser, Logan Pallin, and Daniel Lozano.","test24_BerthaBeauty",NA,NA
"Release.Crew","Rachel Holser, Logan Pallin, and Daniel Lozano.","test24_BerthaBeauty",NA,NA
"Animal.Comment","This animal was tagged as a weanling in March 2019 down in Piedras Blancas and was brought to LML as part of JKB Sleep Study from Oct 9 to Oct 14. TOPPID 2020048.","test24_BerthaBeauty",NA,NA
"Post.study.Sighting.with.Patches.Date","10/16/2020","test24_BerthaBeauty",NA,NA
"Post.study.Sighting.with.Patches.Comments","Lots of glue, very pissed off seal, watch out for it.","test24_BerthaBeauty",NA,NA
"Begin.Calm.in.Water.for.ICA","10/11/2020 19:54:52","test24_BerthaBeauty",2020-10-11 19:54:52,2020-10-11 19:54:52
"End.Calm.in.Water.for.ICA","10/11/2020 20:04:22","test24_BerthaBeauty",2020-10-11 20:04:22,2020-10-11 20:04:22
"Duration.for.ICA","00:09:31","test24_BerthaBeauty",NA,NA
"Best.EOG.EMG.EEG","3,4,7,8","test24_BerthaBeauty",NA,NA
"ICA.Decomposition.Quality","OK","test24_BerthaBeauty",NA,NA
"ICA.Component.Maximal.Brain","8","test24_BerthaBeauty",NA,NA
"ICA.Component.Maximal.Heart","3","test24_BerthaBeauty",NA,NA
"Pruned.with.ICA.Components","1,3,4,7","test24_BerthaBeauty",NA,NA
"Channel.Configuration","[14 15 16 19 20 17 21 25 29]","test24_BerthaBeauty",NA,NA
"Attachment.Orientation","upside down","test24_BerthaBeauty",NA,NA
"Time.for.orientation","10/09/2020 14:10:37","test24_BerthaBeauty",2020-10-09 14:10:37,2020-10-09 14:10:37
"AccX.during.attachment","-0.06641343","test24_BerthaBeauty",NA,NA
"AccY.during.attachment","-0.034742869","test24_BerthaBeauty",NA,NA
"AccZ.during.attachment","1.0103","test24_BerthaBeauty",NA,NA
"Data.Comments.from.Alexei","Test12 files.
Test24 Matlab files modified. I.e. without unnecessary intermediate variables.
Updated Neurologger3Converter&Visualizer","test24_BerthaBeauty",NA,NA
"Recording.ID","CAPTIVE_2yr-juvenile","test25_ComaCourtney",NA,NA
"Test.Number","25","test25_ComaCourtney",NA,NA
"Deployment","6","test25_ComaCourtney",NA,NA
"Seal.Number","16","test25_ComaCourtney",NA,NA
"Sex","F","test25_ComaCourtney",NA,NA
"Version","V2","test25_ComaCourtney",NA,NA
"Age","(1,2]","test25_ComaCourtney",NA,NA
"Age.Estimate","1.8 years old","test25_ComaCourtney",NA,NA
"Seal.ID","WN159","test25_ComaCourtney",NA,NA
"Pressed.Start.Logger","10/16/2020 14:45:48","test25_ComaCourtney",2020-10-16 14:45:48,2020-10-16 14:45:48
"Logger.Start","10/16/2020 14:46:00","test25_ComaCourtney",2020-10-16 14:46:00,2020-10-16 14:46:00
"Start.for.EDF.Files","10/16/2020 14:45:58.640","test25_ComaCourtney",2020-10-16 14:45:58,2020-10-16 14:45:58
"Duration_ON_ANIMAL_h","69.61","test25_ComaCourtney",NA,NA
"ON.ANIMAL","10/17/2020 17:22:32","test25_ComaCourtney",2020-10-17 17:22:32,2020-10-17 17:22:32
"Capture_ANO_InitialStick","10/17/2020 13:51:28","test25_ComaCourtney",2020-10-17 13:51:28,2020-10-17 13:51:28
"Capture_ANO_LastDose","10/17/2020 14:10:50","test25_ComaCourtney",2020-10-17 14:10:50,2020-10-17 14:10:50
"Capture_ANO_Cortisol","11.525","test25_ComaCourtney",NA,NA
"Capture_ANO_cv","2.52","test25_ComaCourtney",NA,NA
"Attachment_InitialStick","10/17/2020 16:05:00","test25_ComaCourtney",2020-10-17 16:05:00,2020-10-17 16:05:00
"Attachment_LastDose","10/17/2020 17:22:10","test25_ComaCourtney",2020-10-17 17:22:10,2020-10-17 17:22:10
"Attachment_Cortisol","46.712","test25_ComaCourtney",NA,NA
"Attachment_cv","1.57","test25_ComaCourtney",NA,NA
"Adjustment_InitialStick","10/19/2020 17:22:05","test25_ComaCourtney",2020-10-19 17:22:05,2020-10-19 17:22:05
"Adjustment_LastDose","10/19/2020 17:40:15","test25_ComaCourtney",2020-10-19 17:40:15,2020-10-19 17:40:15
"Adjustment_Cortisol","28.156","test25_ComaCourtney",NA,NA
"Adjustment_cv","0.91","test25_ComaCourtney",NA,NA
"Removal_InitialStick","10/22/2020 15:11:03","test25_ComaCourtney",2020-10-22 15:11:03,2020-10-22 15:11:03
"Removal_LastDose","10/22/2020 15:54:00","test25_ComaCourtney",2020-10-22 15:54:00,2020-10-22 15:54:00
"Removal_Cortisol","26.755","test25_ComaCourtney",NA,NA
"Removal_cv","2.39","test25_ComaCourtney",NA,NA
"Electrodes.unplugged.from.logger_recorded.time","10/22/2020 15:26:36","test25_ComaCourtney",2020-10-22 15:26:36,2020-10-22 15:26:36
"Logger.Stop","not recorded - off","test25_ComaCourtney",NA,NA
"Actual.Start.Time_CATS.toolbox","10/16/2020 14:45:58.640","test25_ComaCourtney",2020-10-16 14:45:58,2020-10-16 14:45:58
"Logger.Used","L1","test25_ComaCourtney",NA,NA
"SD.Card.Used","1","test25_ComaCourtney",NA,NA
"Configuration.Notes","no real time clock, channel configuration ""normal""","test25_ComaCourtney",NA,NA
"Restarts.Present","Yes","test25_ComaCourtney",NA,NA
"Number.of.Restarts","9","test25_ComaCourtney",NA,NA
"X.factor.per.restart","0","test25_ComaCourtney",NA,NA
"First.Restart.Seconds.Elapsed","104321.056","test25_ComaCourtney",NA,NA
"Last.Restart.Seconds.Elapsed","333504.765","test25_ComaCourtney",NA,NA
"First.Restart.Time","10/17/2020 19:44:41.056","test25_ComaCourtney",2020-10-17 19:44:41,2020-10-17 19:44:41
"Last.Restart.Time","10/20/2020 11:24:24.765","test25_ComaCourtney",2020-10-20 11:24:24,2020-10-20 11:24:24
"Device.Failure","Yes","test25_ComaCourtney",NA,NA
"Mass.with.cage_kg","258","test25_ComaCourtney",NA,NA
"Mass.cage_kg","81","test25_ComaCourtney",NA,NA
"Mass.animal._kg","177","test25_ComaCourtney",NA,NA
"Flipper.Tag.1","WN159","test25_ComaCourtney",NA,NA
"Position","L-iu-so","test25_ComaCourtney",NA,NA
"Flipper.Tag.2","WN160","test25_ComaCourtney",NA,NA
"Position.1","R-iu-so","test25_ComaCourtney",NA,NA
"Mark","WN160","test25_ComaCourtney",NA,NA
"Mark.Position","L,shoulders (smudged in cage)","test25_ComaCourtney",NA,NA
"Birth.date","~Jan 2019","test25_ComaCourtney",NA,NA
"Wean.date","between 2/21/2019 and 2/23/2019","test25_ComaCourtney",NA,NA
"Tagged.date","02/23/2019 00:00:00","test25_ComaCourtney",2019-02-23 00:00:00,2019-02-23 00:00:00
"Wean.weight_kg","159.3 kg","test25_ComaCourtney",NA,NA
"Weaner.ID","not recorded","test25_ComaCourtney",NA,NA
"Wean.Standard.Length","unknown","test25_ComaCourtney",NA,NA
"Wean.Ax.Girth","unknown","test25_ComaCourtney",NA,NA
"Animal.ID","51173","test25_ComaCourtney",NA,NA
"Deployment.Resight.ID","353185","test25_ComaCourtney",NA,NA
"Recovery.Resight.ID","353232","test25_ComaCourtney",NA,NA
"Deploy.ID","NESE0007LOML","test25_ComaCourtney",NA,NA
"Seal.ID.1","WN159","test25_ComaCourtney",NA,NA
"TOPP.ID","2020049","test25_ComaCourtney",NA,NA
"Deploy.Latitude","36.948644","test25_ComaCourtney",NA,NA
"Deploy.Longitude","-122.065416","test25_ComaCourtney",NA,NA
"Initial.sedation.location","BBN","test25_ComaCourtney",NA,NA
"Blood","Y - red tops at all procedures","test25_ComaCourtney",NA,NA
"Hematocrit","63 / 63 / 63 / 63","test25_ComaCourtney",NA,NA
"Standard.Length","206","test25_ComaCourtney",NA,NA
"Curved.Length","220","test25_ComaCourtney",NA,NA
"Ax.Girth","129","test25_ComaCourtney",NA,NA
"Whisker","N","test25_ComaCourtney",NA,NA
"Fur","N","test25_ComaCourtney",NA,NA
"Blubber","N","test25_ComaCourtney",NA,NA
"Ultrasound.skull.depth_cm","1.85","test25_ComaCourtney",NA,NA
"Instruments","Yes- Neurologger & AEP & NIRS upon removal","test25_ComaCourtney",NA,NA
"First.Calibration.Event.Type","Calibration Shake","test25_ComaCourtney",NA,NA
"First.Calibration.Event.Start","10/16/2020 15:00:00","test25_ComaCourtney",2020-10-16 15:00:00,2020-10-16 15:00:00
"First.Calibration.Event.End","10/16/2020 15:00:10","test25_ComaCourtney",2020-10-16 15:00:10,2020-10-16 15:00:10
"Expected.Duration","00:00:10.000","test25_ComaCourtney",NA,NA
"Logger.Event.Time.Start_TYPE","10/16/2020 15:00:01.370","test25_ComaCourtney",2020-10-16 15:00:01,2020-10-16 15:00:01
"Logger.Event.Time.End_TYPE","10/16/2020 15:00:12.350","test25_ComaCourtney",2020-10-16 15:00:12,2020-10-16 15:00:12
"Actual.Duration","00:00:10.980","test25_ComaCourtney",NA,NA
"Last.Calibration.Event.2.Start","not recorded - off","test25_ComaCourtney",NA,NA
"Last.Calibration.Event.2.End","not recorded - off","test25_ComaCourtney",NA,NA
"Logger.Event.Time.Start_TYPE.1","01/00/1900 16:48:00.690","test25_ComaCourtney",NA,NA
"Logger.Event.Time.End_TYPE.1","01/00/1900 16:48:10.630","test25_ComaCourtney",NA,NA
"Actual.Duration.1","00:00:09.940","test25_ComaCourtney",NA,NA
"Offset.NOT.accounted.for.by.Insert.Restart.Delays","#VALUE!","test25_ComaCourtney",NA,NA
"Time.of.water.entry","10/19/2020 18:36:40","test25_ComaCourtney",2020-10-19 18:36:40,2020-10-19 18:36:40
"Recording.Duration_s","346393.656","test25_ComaCourtney",NA,NA
"Recording.Duration_days","4.009185833","test25_ComaCourtney",NA,NA
"Extra.Sedation","Yes","test25_ComaCourtney",NA,NA
"Reason","Needed to glue down side of headcap again","test25_ComaCourtney",NA,NA
"Experiment.Duration_days.from.attachment.to.removal","#VALUE!","test25_ComaCourtney",NA,NA
"Pickup.Crew","Rachel Holser, Logan Pallin, Arina Favilla, Ryan Jones, Daniel Lozano","test25_ComaCourtney",NA,NA
"Attachment.Crew","Rachel Holser, Logan Pallin, Arina Favilla, Ryan Jones","test25_ComaCourtney",NA,NA
